row_id,arrest_id_univ,person_id,age_at_arrest,sex,race,arrest_date_univ,current_charge_felony,num_fel_arrests_last_year,y,arrest_id_event,charge_degree,offense_category,arrest_date_event,is_felony
35,4871957,2778,29.649315068493152,M,mixed,2017-11-05,0,0,0,4894787,misdemeanor,violent,2017-10-31,False
471,5885165,597360,23.21917808219178,M,Black,2017-04-16,1,0,0,5885165,felony,drug,2017-04-16,True
67,5067540,1009066,20.96712328767123,M,Black,2017-10-04,0,2,0,5596194,felony,violent,2017-06-23,True
875,3128626,230959,28.09041095890411,M,mixed,2018-08-25,0,0,0,3513620,misdemeanor,property,2018-06-30,False
52,6759183,79024,37.75616438356165,M,Black,2016-08-10,0,0,0,6759183,misdemeanor,other,2016-08-10,False
633,7021588,1074774,25.02465753424657,F,White,2016-05-24,0,0,0,10727131,felony,violent,2013-03-08,True
397,7055804,1782791,20.435616438356163,M,Black,2016-05-14,1,0,0,7055804,felony,violent,2016-05-14,True
817,6183350,145687,38.347945205479455,M,Asian,2017-01-30,0,0,0,9475842,misdemeanor,property,2014-05-08,False
409,6809493,306222,24.671232876712327,M,Black,2016-07-26,0,0,0,4934361,misdemeanor,property,2017-10-29,False
18,5222987,266457,46.55890410958904,M,Black,2017-09-10,1,0,0,2431294,felony,other,2019-01-07,True
785,6561693,540719,19.350684931506848,M,Black,2016-10-06,1,0,0,6561693,felony,other,2016-10-06,True
610,5170311,336042,55.30684931506849,M,White,2017-09-15,0,0,1,11507826,misdemeanor,property,2012-06-01,False
219,6275350,34896,27.145205479452056,M,Black,2017-01-05,0,0,0,6275350,misdemeanor,drug,2017-01-05,False
186,5256465,82486,25.63013698630137,M,Black,2017-09-01,0,0,1,3916562,felony,violent,2018-04-17,True
544,3607980,35320,24.339726027397266,M,Black,2018-06-13,1,2,0,9469319,misdemeanor,property,2014-05-10,False
621,7465597,47273,23.38082191780822,M,Black,2016-02-13,1,0,1,11537951,felony,drug,2012-05-24,True
467,6845142,1072559,55.02739726027397,M,White,2016-07-15,0,0,0,10520104,misdemeanor,property,2013-05-20,False
357,6397938,2106053,47.74520547945205,F,White,2016-11-21,1,0,0,8379497,misdemeanor,violent,2015-05-04,False
313,2586870,24750,35.0958904109589,M,White,2018-12-06,0,0,0,6194533,misdemeanor,drug,2017-01-26,False
159,3138306,51576,52.04657534246575,M,Black,2018-08-23,0,0,0,8551569,misdemeanor,other,2015-03-11,False
382,3166132,1289881,21.186301369863013,M,Black,2018-08-18,0,0,0,3166132,misdemeanor,property,2018-08-18,False
53,6072822,909386,25.61917808219178,M,Black,2017-02-25,0,0,0,7959983,misdemeanor,violent,2015-09-13,False
122,3102607,35048,34.986301369863014,M,mixed,2018-08-30,0,0,0,6328962,misdemeanor,violent,2016-12-16,False
316,5133966,1214199,35.97260273972603,M,Black,2017-09-22,0,0,0,8096059,felony,violent,2015-08-03,True
190,5821772,1065197,18.03835616438356,M,White,2017-05-01,0,0,0,2510506,misdemeanor,violent,2018-12-19,False
492,6889724,725268,30.73972602739726,M,mixed,2016-07-05,0,1,0,3676290,misdemeanor,other,2018-05-31,False
675,7583303,913768,41.04383561643836,M,Black,2016-01-08,0,0,0,10838830,misdemeanor,other,2013-01-26,False
635,6236432,1065449,32.635616438356166,M,White,2017-01-13,1,0,1,5834747,felony,other,2017-04-27,True
623,6446041,1628013,25.389041095890413,F,Black,2016-11-11,0,0,0,6446041,misdemeanor,violent,2016-11-11,False
884,5705381,720250,31.14246575342466,M,Black,2017-05-30,0,0,0,8506232,misdemeanor,property,2015-03-25,False
209,5008666,76548,27.293150684931508,M,Black,2017-10-16,0,0,1,2312185,misdemeanor,other,2019-01-30,False
671,4957370,26152,27.528767123287672,M,Black,2017-10-24,1,1,0,5131756,misdemeanor,property,2017-09-23,False
48,4573842,76733,27.47945205479452,F,White,2017-12-30,0,1,0,4951813,misdemeanor,property,2017-10-25,False
183,4251991,98350,53.772602739726025,M,Black,2018-03-02,0,0,0,10937959,misdemeanor,property,2012-12-18,False
344,3242748,3054529,21.95342465753425,M,Black,2018-08-01,1,0,0,3242748,felony,violent,2018-08-01,True
266,3982258,58583,27.813698630136987,M,Black,2018-04-07,1,1,1,9345988,felony,drug,2014-06-13,True
353,5560634,316053,41.33698630136986,F,White,2017-07-03,0,0,0,5846290,misdemeanor,property,2017-04-25,False
706,4548723,1343831,45.35342465753425,F,White,2018-01-07,0,0,0,4548723,misdemeanor,property,2018-01-07,False
906,6872176,9003,33.45753424657534,F,Black,2016-07-06,1,0,1,3454243,misdemeanor,drug,2018-07-11,False
354,5351996,101770,26.92602739726028,F,,2017-08-15,0,0,0,9539634,misdemeanor,drug,2014-04-16,False
726,4761709,51435,33.465753424657535,M,Black,2017-11-24,0,0,0,11519270,misdemeanor,violent,2012-05-29,False
292,6671035,106675,23.64109589041096,M,Black,2016-09-05,0,0,0,10248015,misdemeanor,drug,2013-08-20,False
804,7293010,1009164,26.153424657534245,M,Black,2016-03-30,0,0,0,3553821,misdemeanor,other,2018-06-22,False
402,7255033,69058,49.24931506849315,F,mixed,2016-04-10,0,0,1,6671515,felony,other,2016-09-04,True
695,6486564,1672827,47.54794520547945,M,Black,2016-10-29,0,0,0,6348905,misdemeanor,violent,2016-12-12,False
626,3993384,539268,44.24383561643835,M,White,2018-04-05,0,0,0,1641804,felony,other,2019-05-11,True
835,7030740,1439871,30.698630136986303,M,White,2016-05-20,0,2,1,5408979,misdemeanor,property,2017-08-03,False
663,4664272,34814,19.378082191780823,M,,2017-12-11,0,1,1,3446954,misdemeanor,property,2018-07-12,False
930,6649145,456897,24.86027397260274,M,Black,2016-09-11,1,0,0,8114143,misdemeanor,property,2015-07-28,False
125,7587118,997983,42.21917808219178,M,White,2016-01-07,1,1,0,7587118,felony,property,2016-01-07,True
449,3787339,25110,22.95616438356164,M,Black,2018-05-10,0,2,1,8403582,felony,violent,2015-04-24,True
663,4664272,34814,19.378082191780823,M,,2017-12-11,0,1,1,5697862,misdemeanor,other,2017-05-31,False
935,6370773,3909,47.17260273972602,M,White,2016-12-01,1,1,1,6370772,misdemeanor,property,2016-12-01,False
961,7197240,1790946,51.27945205479452,M,White,2016-04-25,0,0,0,9580721,felony,drug,2014-04-02,True
467,6845142,1072559,55.02739726027397,M,White,2016-07-15,0,0,0,11437678,misdemeanor,other,2012-06-26,False
746,6037598,92826,40.84657534246576,M,Black,2017-03-07,0,0,0,9655744,misdemeanor,other,2014-03-08,False
229,6725060,65964,24.34794520547945,M,Black,2016-08-20,0,0,1,10943037,felony,violent,2012-12-16,True
183,4251991,98350,53.772602739726025,M,Black,2018-03-02,0,0,0,10073674,misdemeanor,property,2013-10-22,False
737,6015800,60742,28.254794520547943,M,Black,2017-03-13,0,0,0,4078069,misdemeanor,other,2018-04-02,False
641,6106630,311707,35.1945205479452,M,Black,2017-02-16,0,0,0,8874413,misdemeanor,property,2014-11-20,False
270,4865164,344444,27.265753424657536,M,Black,2017-11-06,0,0,1,2710617,misdemeanor,violent,2018-11-12,False
51,6243514,85246,19.75068493150685,M,Black,2017-01-12,0,4,0,6243514,misdemeanor,property,2017-01-12,False
901,6183928,712318,37.106849315068494,M,Black,2017-01-30,1,1,0,6570894,felony,drug,2016-10-04,True
831,7234710,320960,29.51780821917808,M,White,2016-04-14,0,0,0,7234710,misdemeanor,property,2016-04-14,False
646,5014497,2143682,54.484931506849314,M,White,2017-10-14,0,0,0,5014497,misdemeanor,property,2017-10-14,False
625,12005344,14260,19.30958904109589,M,,2018-01-15,0,0,0,4506438,misdemeanor,property,2018-01-15,False
237,5697246,15340,39.5972602739726,M,White,2017-05-31,0,1,1,3134550,felony,property,2018-08-24,True
906,6872176,9003,33.45753424657534,F,Black,2016-07-06,1,0,1,11190498,misdemeanor,drug,2012-09-18,False
173,6496625,210420,21.895890410958906,F,Black,2016-10-26,0,0,0,6496625,misdemeanor,other,2016-10-26,False
853,6235576,38602,43.96986301369863,M,Black,2017-01-14,0,0,0,9435251,misdemeanor,violent,2014-05-22,False
363,6641052,13178,20.01095890410959,M,Black,2016-09-13,1,0,1,452575,felony,property,2019-12-31,True
593,4502652,74723,33.131506849315066,M,White,2018-01-16,0,0,0,4839157,misdemeanor,drug,2017-11-12,False
57,6185866,988101,33.271232876712325,M,Black,2017-01-28,0,1,0,987634,misdemeanor,drug,2019-09-12,False
746,6037598,92826,40.84657534246576,M,Black,2017-03-07,0,0,0,11119228,misdemeanor,property,2012-10-14,False
952,5883395,91690,25.66575342465753,M,Black,2017-04-17,0,0,0,5330439,misdemeanor,property,2017-08-19,False
48,4573842,76733,27.47945205479452,F,White,2017-12-30,0,1,0,4573842,misdemeanor,other,2017-12-30,False
139,5998375,339988,56.57534246575342,M,,2017-03-17,0,1,0,10428434,misdemeanor,other,2013-06-19,False
427,3234875,342986,50.80821917808219,M,Black,2018-08-02,1,2,0,8322963,felony,violent,2015-05-22,True
333,5132759,861665,34.63835616438356,M,Black,2017-09-23,0,0,0,2791571,misdemeanor,property,2018-10-29,False
621,7465597,47273,23.38082191780822,M,Black,2016-02-13,1,0,1,3076434,misdemeanor,drug,2018-09-04,False
564,2714649,888088,30.98630136986301,M,White,2018-11-10,0,0,0,2714649,misdemeanor,drug,2018-11-10,False
934,4613060,77608,36.35890410958904,F,White,2017-12-20,0,1,1,5015043,misdemeanor,property,2017-10-14,False
467,6845142,1072559,55.02739726027397,M,White,2016-07-15,0,0,0,1554584,misdemeanor,other,2019-05-28,False
967,5792197,10071,21.95890410958904,M,Black,2017-05-09,0,0,0,9588155,misdemeanor,other,2014-03-31,False
302,6822812,27924,20.48219178082192,M,White,2016-07-21,0,0,1,6488871,misdemeanor,property,2016-10-28,False
802,5598101,531993,52.59178082191781,M,White,2017-06-23,0,0,0,145884,misdemeanor,property,2020-03-03,False
220,2592249,45481,17.6,M,Black,2018-12-05,0,0,0,2511910,misdemeanor,other,2018-12-19,False
273,6920623,77897,30.2986301369863,M,White,2016-06-24,0,0,0,9370779,misdemeanor,other,2014-06-05,False
621,7465597,47273,23.38082191780822,M,Black,2016-02-13,1,0,1,10771404,felony,violent,2013-02-20,True
521,4983747,9102,24.898630136986306,M,Black,2017-10-19,1,1,1,4608599,felony,property,2017-12-21,True
465,6486630,342694,19.843835616438355,F,White,2016-10-29,0,0,0,4929704,misdemeanor,violent,2020-09-01,False
153,7224958,57529,25.56438356164384,M,Black,2016-04-17,0,3,1,10960267,felony,drug,2012-12-10,True
423,2511968,358578,38.64109589041096,M,,2018-12-19,1,1,0,2534472,misdemeanor,other,2018-12-14,False
341,7021379,63935,29.64109589041096,F,White,2016-05-24,1,4,1,6855359,felony,property,2016-07-12,True
707,5475688,67939,60.42191780821918,M,Black,2017-07-21,0,1,0,6802628,misdemeanor,property,2016-07-28,False
790,6390045,995275,45.11506849315069,M,mixed,2016-11-23,0,0,0,2567919,misdemeanor,property,2018-12-10,False
996,6305418,320631,31.63013698630137,M,Black,2016-12-23,0,0,1,10151988,misdemeanor,violent,2013-09-21,False
742,3227956,419322,20.736986301369864,M,White,2018-08-03,0,0,0,2517907,misdemeanor,drug,2018-12-18,False
576,6766557,27836,36.69041095890411,M,White,2016-08-09,0,0,0,3911066,misdemeanor,other,2018-04-18,False
467,6845142,1072559,55.02739726027397,M,White,2016-07-15,0,0,0,8320304,misdemeanor,other,2015-05-24,False
541,3232676,265085,43.10410958904109,M,Black,2018-08-03,0,0,0,3783442,misdemeanor,property,2018-05-11,False
885,6163577,72764,22.72054794520548,F,Black,2017-02-03,0,3,1,1353196,misdemeanor,property,2019-07-03,False
911,3086994,1307719,22.10136986301369,M,Black,2018-09-03,1,0,1,7015923,misdemeanor,property,2016-05-25,False
137,7370720,26596,46.40547945205479,M,mixed,2016-03-09,0,0,0,11332350,misdemeanor,property,2012-08-02,False
432,4852731,247459,22.10684931506849,M,Black,2017-11-08,1,0,1,4660376,felony,violent,2017-12-11,True
753,4771776,17881,31.526027397260275,M,Black,2017-11-21,0,1,1,10494621,misdemeanor,drug,2013-05-28,False
909,5057571,66046,24.473972602739725,M,Black,2017-10-06,0,0,1,10070531,felony,violent,2013-10-23,True
947,4804643,1417936,18.745205479452054,M,White,2017-11-17,0,0,0,8677143,misdemeanor,other,2020-11-19,False
495,4185409,79145,26.87945205479452,F,White,2018-03-14,0,0,0,7547059,misdemeanor,other,2016-01-19,False
313,2586870,24750,35.0958904109589,M,White,2018-12-06,0,0,0,20284920,misdemeanor,property,2012-10-15,False
245,4207288,1488855,31.80821917808219,F,mixed,2018-03-09,0,0,0,5579285,misdemeanor,other,2017-06-28,False
555,5847419,2293944,38.96712328767124,M,Other,2017-04-25,0,0,0,7636898,misdemeanor,property,2015-12-19,False
653,6322340,1499946,25.86849315068493,M,White,2016-12-19,0,1,0,11023891,misdemeanor,drug,2012-11-19,False
198,7220104,482239,46.33698630136986,M,White,2016-04-18,0,2,1,7661876,misdemeanor,property,2015-12-11,False
896,5155920,92636,56.05479452054794,M,Black,2017-09-19,0,0,0,7769219,misdemeanor,property,2015-11-11,False
741,4937826,56410,33.4027397260274,M,Black,2017-10-27,0,0,0,1220734,misdemeanor,property,2019-07-29,False
511,3739546,207810,27.51780821917808,M,Black,2018-05-20,0,0,0,3243682,misdemeanor,other,2018-08-01,False
708,3066846,1309027,33.394520547945206,M,White,2018-09-06,0,1,0,4642822,felony,property,2017-12-14,True
576,6766557,27836,36.69041095890411,M,White,2016-08-09,0,0,0,3249669,felony,other,2018-07-31,True
589,3059137,260781,19.3972602739726,M,Black,2018-09-07,1,0,0,5768372,misdemeanor,other,2017-05-16,False
734,6161824,85529,19.575342465753423,M,Black,2017-02-04,0,0,0,2684897,felony,drug,2018-11-16,True
818,7603699,2452788,26.33150684931507,M,Black,2016-01-03,1,0,1,179136,felony,property,2020-02-26,True
237,5697246,15340,39.5972602739726,M,White,2017-05-31,0,1,1,10702889,misdemeanor,other,2013-03-16,False
599,7005244,1130673,25.65205479452055,M,Black,2016-05-28,0,1,1,6168567,misdemeanor,other,2017-02-02,False
746,6037598,92826,40.84657534246576,M,Black,2017-03-07,0,0,0,3899449,misdemeanor,other,2018-04-20,False
730,7453819,721126,50.013698630136986,M,Black,2016-02-18,0,0,0,5141923,misdemeanor,property,2017-09-21,False
835,7030740,1439871,30.698630136986303,M,White,2016-05-20,0,2,1,6304487,misdemeanor,property,2016-12-24,False
992,5971420,24904,26.78904109589041,F,White,2017-03-26,0,0,0,5198728,misdemeanor,other,2017-09-12,False
16,3836808,359972,27.076712328767123,F,Black,2018-05-01,0,0,0,3836808,misdemeanor,violent,2018-05-01,False
234,3052452,1127005,52.342465753424655,M,White,2018-09-08,0,0,0,3246697,misdemeanor,other,2018-07-31,False
934,4613060,77608,36.35890410958904,F,White,2017-12-20,0,1,1,6980558,misdemeanor,property,2016-06-06,False
821,7357500,13592,33.413698630136984,M,Black,2016-03-13,0,0,0,2737379,felony,property,2018-11-06,True
359,3126179,9523,27.695890410958903,M,Black,2018-08-26,1,0,0,10386581,misdemeanor,violent,2013-07-03,False
461,4307219,251820,31.624657534246577,M,Black,2018-02-20,0,0,0,7465194,misdemeanor,property,2016-02-14,False
694,6055237,2559192,65.05205479452054,M,Black,2017-03-02,0,0,0,6055237,misdemeanor,other,2017-03-02,False
183,4251991,98350,53.772602739726025,M,Black,2018-03-02,0,0,0,6542455,misdemeanor,property,2016-10-13,False
325,3551844,2003,53.465753424657535,M,Black,2018-06-22,1,0,0,4550037,misdemeanor,property,2018-01-06,False
25,6028961,91718,29.572602739726022,M,Black,2017-03-09,0,0,0,6174394,misdemeanor,property,2017-02-01,False
66,6234841,971359,30.63287671232877,M,White,2017-01-15,1,0,0,6755892,misdemeanor,other,2020-10-03,False
610,5170311,336042,55.30684931506849,M,White,2017-09-15,0,0,1,2150639,misdemeanor,property,2019-02-28,False
881,4668826,29542,28.698630136986303,F,White,2017-12-09,0,0,0,3764252,misdemeanor,property,2018-05-14,False
228,3869807,3605472,21.052054794520547,F,Black,2018-04-25,1,0,0,3869807,felony,other,2018-04-25,True
542,6725485,2129116,24.04931506849315,F,Black,2016-08-19,0,0,0,6725485,misdemeanor,violent,2016-08-19,False
413,4354694,92254,25.13150684931507,M,Black,2018-02-11,0,0,0,4354694,misdemeanor,other,2018-02-11,False
951,5329404,10779,29.78356164383561,F,Black,2017-08-19,0,0,0,8896262,felony,violent,2014-11-12,True
950,5936371,1111687,33.51780821917808,M,White,2017-04-03,0,0,0,10849387,misdemeanor,violent,2013-01-24,False
499,7199368,1243226,19.56712328767124,F,White,2016-04-24,0,0,0,7199368,misdemeanor,violent,2016-04-24,False
469,3249757,884830,26.75068493150685,M,Black,2018-07-31,0,0,0,4216734,misdemeanor,drug,2018-03-08,False
896,5155920,92636,56.05479452054794,M,Black,2017-09-19,0,0,0,7041224,misdemeanor,property,2016-05-18,False
54,4448872,27558,37.512328767123286,M,Black,2018-01-25,0,0,0,1447760,misdemeanor,violent,2019-06-15,False
427,3234875,342986,50.80821917808219,M,Black,2018-08-02,1,2,0,4165159,misdemeanor,property,2018-03-17,False
557,2907915,115414,26.78356164383561,M,,2018-10-05,0,0,0,8811942,misdemeanor,property,2014-12-12,False
897,5251707,95389,36.84109589041096,,Black,2017-09-04,0,0,0,5237571,misdemeanor,violent,2017-09-06,False
726,4761709,51435,33.465753424657535,M,Black,2017-11-24,0,0,0,5473785,misdemeanor,other,2017-07-21,False
467,6845142,1072559,55.02739726027397,M,White,2016-07-15,0,0,0,8842667,misdemeanor,other,2014-12-02,False
197,5775568,1026471,21.797260273972604,M,Black,2017-05-14,1,1,0,4327311,misdemeanor,other,2018-02-15,False
383,6704112,1307676,35.09315068493151,M,White,2016-08-26,0,0,1,5745962,misdemeanor,other,2017-05-22,False
214,2901631,88044,58.2958904109589,M,Black,2018-10-08,0,0,0,2901631,misdemeanor,drug,2018-10-08,False
506,6058937,984444,24.95890410958904,M,White,2017-03-01,0,0,0,6058937,misdemeanor,drug,2017-03-01,False
318,5052563,2558637,19.43013698630137,F,White,2017-10-07,0,0,0,1280132,misdemeanor,violent,2019-07-18,False
676,6357251,349867,23.82191780821918,F,White,2016-12-09,1,0,0,7064120,misdemeanor,drug,2016-05-12,False
760,5296398,1798249,26.197260273972603,M,Black,2017-08-25,0,0,0,5296398,misdemeanor,violent,2017-08-25,False
487,4308924,176762,27.912328767123288,M,Black,2018-02-20,0,0,0,4308924,misdemeanor,drug,2018-02-20,False
799,7208240,228565,19.350684931506848,M,Black,2016-04-21,0,0,0,3878948,misdemeanor,property,2018-04-24,False
555,5847419,2293944,38.96712328767124,M,Other,2017-04-25,0,0,0,5852991,misdemeanor,property,2017-04-23,False
309,6585372,1116388,26.942465753424656,M,Black,2016-09-29,0,0,1,11407163,misdemeanor,property,2012-07-06,False
976,6673313,1301547,29.42465753424657,M,mixed,2016-09-03,0,0,0,7498806,misdemeanor,drug,2016-02-05,False
94,6096501,77276,42.9041095890411,M,Black,2017-02-19,0,0,1,6096501,misdemeanor,violent,2017-02-19,False
335,4079940,15930,26.504109589041096,M,Black,2018-03-31,0,0,0,2376786,misdemeanor,violent,2019-01-17,False
885,6163577,72764,22.72054794520548,F,Black,2017-02-03,0,3,1,6506214,felony,property,2016-10-23,True
467,6845142,1072559,55.02739726027397,M,White,2016-07-15,0,0,0,3726445,misdemeanor,property,2018-05-22,False
953,2668316,1664393,23.945205479452056,M,White,2018-11-20,0,0,0,2668316,misdemeanor,property,2018-11-20,False
56,7414853,965786,36.28767123287671,M,Black,2016-02-25,0,0,0,9281889,misdemeanor,violent,2014-07-03,False
891,6537189,1052139,48.367123287671234,M,White,2016-10-14,0,0,0,7963882,misdemeanor,property,2015-09-11,False
137,7370720,26596,46.40547945205479,M,mixed,2016-03-09,0,0,0,8621181,misdemeanor,other,2015-02-13,False
361,3839724,1039827,22.438356164383563,M,Black,2018-05-01,0,0,0,3839724,misdemeanor,other,2018-05-01,False
293,6724161,451627,44.64109589041096,M,Black,2016-08-21,1,0,1,10948200,misdemeanor,property,2012-12-13,False
148,2568623,74595,38.24109589041096,M,Black,2018-12-10,0,0,0,9494845,misdemeanor,other,2014-05-01,False
30,5053353,951591,26.58356164383561,M,Black,2017-10-06,0,0,0,7948732,misdemeanor,property,2015-09-16,False
840,5330582,1610763,36.07945205479452,M,Black,2017-08-19,0,1,0,6133666,misdemeanor,drug,2017-02-10,False
725,7591971,82277,30.315068493150687,M,Black,2016-01-06,1,0,1,6394544,felony,drug,2016-11-22,True
691,7165449,483280,21.66575342465753,M,White,2016-05-03,0,0,0,7688698,misdemeanor,drug,2015-12-06,False
906,6872176,9003,33.45753424657534,F,Black,2016-07-06,1,0,1,6598087,misdemeanor,property,2016-09-25,False
839,3648891,1611752,41.035616438356165,M,White,2018-06-06,0,0,0,3648891,misdemeanor,property,2018-06-06,False
802,5598101,531993,52.59178082191781,M,White,2017-06-23,0,0,0,9035233,misdemeanor,property,2014-09-23,False
802,5598101,531993,52.59178082191781,M,White,2017-06-23,0,0,0,8582799,misdemeanor,property,2015-02-27,False
413,4354694,92254,25.13150684931507,M,Black,2018-02-11,0,0,0,6417469,misdemeanor,property,2016-11-16,False
626,3993384,539268,44.24383561643835,M,White,2018-04-05,0,0,0,1393532,misdemeanor,property,2019-06-26,False
199,4941565,1060589,28.134246575342463,M,Black,2017-10-27,0,1,0,11134473,misdemeanor,other,2012-10-09,False
99,5915304,46960,24.994520547945207,F,White,2017-04-07,0,0,0,13656004,misdemeanor,property,2012-04-20,False
